player,team,AVG,G,PA,AB,H,HR,RBI,SB,BB,HBP,SO,SH,GDP,OBP,SLG,OPS,RC27,XR27,year
藤田　一也,DeNA,0.286,23,24,21,6,0,0,0,2,0,5,1,0,0.348,0.333,0.681,4.5,4.3,2023
黒川　史陽,楽天,0.091,9,24,22,2,1,2,0,0,0,5,1,0,0.087,0.227,0.314,-0.13,0.63,2023
北村　恵吾,ヤクルト,0.19,12,23,21,4,1,7,0,0,0,5,0,1,0.174,0.333,0.507,1.25,2.35,2023
伊藤　康祐,中日,0.15,34,22,20,3,0,0,1,0,0,3,2,1,0.15,0.15,0.3,-0.79,-0.62,2023
田村　俊介,広島,0.364,10,22,22,8,0,0,0,0,0,6,0,1,0.364,0.455,0.818,5.58,4.97,2023
三ツ俣　大樹,ヤクルト,0.143,18,21,14,2,0,2,0,2,0,8,5,0,0.25,0.143,0.393,1.04,1.18,2023
生海,ソフトバンク,0.2,13,21,20,4,0,0,0,1,0,5,0,0,0.238,0.2,0.438,1.3,1.45,2023
中村　奨成,広島,0.15,18,20,20,3,0,0,0,0,0,7,0,0,0.15,0.15,0.3,-0.84,-0.62,2023
中島　宏之,巨人,0.278,8,19,18,5,0,0,0,1,0,5,0,1,0.316,0.278,0.594,2.47,2.43,2023
高木　渉,西武,0.158,5,19,19,3,0,0,0,0,0,8,0,0,0.158,0.158,0.316,-0.2,0.0,2023
若林　晃弘,巨人,0.125,21,18,16,2,0,0,1,2,0,5,0,0,0.222,0.125,0.347,0.79,0.91,2023
松川　虎生,ロッテ,0.188,9,18,16,3,0,1,0,1,0,4,1,1,0.235,0.188,0.423,0.44,0.56,2023
三好　大倫,中日,0.154,30,17,13,2,0,0,3,1,2,4,1,0,0.313,0.231,0.543,2.02,2.24,2023
滝澤　夏央,西武,0.188,16,17,16,3,1,1,0,0,0,4,1,0,0.188,0.375,0.563,2.19,2.47,2023
松田　宣浩,巨人,0.063,12,17,16,1,0,0,0,0,0,5,1,0,0.063,0.063,0.125,-1.67,-1.43,2023
板山　祐太郎,阪神,0.059,12,17,17,1,0,0,0,0,0,7,0,1,0.059,0.059,0.118,-2.37,-2.18,2023
萩尾　匡也,巨人,0.063,11,16,16,1,0,0,0,0,0,10,0,0,0.063,0.063,0.125,-1.94,-1.67,2023
宇佐見　真吾,日本ハム,0.0,9,16,15,0,0,0,0,1,0,4,0,0,0.063,0.0,0.063,-2.21,-1.87,2023
曽根　海成,広島,0.143,39,15,14,2,0,0,1,1,0,3,0,0,0.2,0.214,0.414,0.5,0.66,2023
茂木　栄五郎,楽天,0.083,8,15,12,1,0,1,0,3,0,3,0,1,0.267,0.083,0.35,-0.03,0.32,2023
郡　拓也,日本ハム,0.267,7,15,15,4,0,0,1,0,0,1,0,0,0.267,0.333,0.6,3.67,3.44,2023
山村　崇嘉,西武,0.286,4,15,14,4,2,3,0,1,0,5,0,0,0.333,0.714,1.048,8.74,8.86,2023
森　敬斗,DeNA,0.167,9,14,12,2,0,1,1,1,0,1,1,0,0.231,0.167,0.397,1.44,1.6,2023
増田　大輝,巨人,0.3,33,13,10,3,0,1,4,1,0,3,2,0,0.364,0.4,0.764,3.87,3.85,2023
松原　聖弥,巨人,0.0,21,13,12,0,0,0,0,1,0,4,0,0,0.077,0.0,0.077,-2.09,-1.73,2023
長坂　拳弥,阪神,0.222,10,12,9,2,0,0,0,0,0,3,3,0,0.222,0.222,0.444,1.26,1.27,2023
西浦　直亨,ヤクルト,0.167,6,12,12,2,0,1,0,0,0,5,0,0,0.167,0.167,0.333,-0.02,0.16,2023
石川　亮,オリックス,0.091,14,11,11,1,0,0,0,0,0,3,0,0,0.091,0.091,0.182,-1.39,-1.13,2023
菅野　剛士,ロッテ,0.1,6,11,10,1,0,0,0,1,0,2,0,0,0.182,0.1,0.282,-0.27,0.03,2023
来田　涼斗,オリックス,0.0,4,11,10,0,0,0,0,1,0,6,0,0,0.091,0.0,0.091,-2.01,-1.65,2023
堂上　直倫,中日,0.222,12,10,9,2,0,0,0,1,0,1,0,1,0.3,0.333,0.633,2.02,1.86,2023
銀次,楽天,0.1,6,10,10,1,0,1,0,0,0,1,0,0,0.1,0.1,0.2,-1.19,-0.96,2023
江村　直也,ロッテ,0.0,4,10,9,0,0,0,0,0,0,2,1,1,0.0,0.0,0.0,-2.98,-2.85,2023
ホーキンス,ソフトバンク,0.0,3,10,9,0,0,1,0,0,0,4,0,0,0.0,0.0,0.0,-2.4,-1.27,2023
熊谷　敬宥,阪神,0.333,26,9,6,2,0,0,3,2,0,2,1,0,0.5,0.333,0.833,7.16,7.02,2023
小林　誠司,巨人,0.125,21,9,8,1,0,0,0,0,0,0,1,0,0.125,0.125,0.25,-0.47,-0.3,2023
西浦　直亨,DeNA,0.111,13,9,9,1,0,1,0,0,0,4,0,0,0.111,0.111,0.222,-1.08,-0.84,2023
福田　秀平,ロッテ,0.25,3,9,8,2,0,0,1,1,0,3,0,0,0.333,0.25,0.583,4.29,4.32,2023
加藤　匠馬,中日,0.0,10,8,8,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.78,-2.5,2023
西田　明央,ヤクルト,0.125,8,8,8,1,0,0,0,0,0,3,0,0,0.125,0.125,0.25,-0.82,-0.58,2023
アンバギー,DeNA,0.125,4,8,8,1,0,0,0,0,0,3,0,0,0.125,0.125,0.25,-0.82,-0.58,2023
味谷　大誠,中日,0.286,6,7,7,2,0,0,0,0,0,1,0,0,0.286,0.286,0.571,2.99,2.92,2023
山瀬　慎之助,巨人,0.143,5,7,7,1,0,0,0,0,0,3,0,0,0.143,0.143,0.286,-0.49,-0.27,2023
山本　大斗,ロッテ,0.143,2,7,7,1,0,0,0,0,0,4,0,1,0.143,0.143,0.286,-1.79,-1.7,2023
梅林　優貴,日本ハム,0.5,7,6,6,3,0,0,0,0,0,1,0,1,0.5,0.5,1.0,6.54,5.74,2023
菊田　拡和,巨人,0.0,6,6,5,0,0,0,0,1,0,0,0,0,0.167,0.0,0.167,-1.04,-0.59,2023
松本　直樹,ヤクルト,0.0,3,6,6,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-3.6,-3.51,2023
和田　恋,楽天,0.2,2,6,5,1,0,2,0,0,0,3,0,1,0.167,0.2,0.367,-0.97,0.54,2023
平野　大和,オリックス,0.2,4,5,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.4,0.71,0.81,2023
奥村　展征,ヤクルト,0.5,3,5,4,2,0,1,0,0,0,2,0,0,0.4,0.75,1.15,11.22,12.51,2023
杉澤　龍,オリックス,0.2,2,5,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.4,0.71,0.81,2023
有薗　直輝,日本ハム,0.0,1,5,5,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,-2.87,-2.59,2023
西巻　賢二,DeNA,0.0,7,4,3,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,-1.85,-1.69,2023
榮枝　裕貴,阪神,0.333,2,4,3,1,0,0,0,0,0,1,1,0,0.333,0.333,0.667,3.38,3.15,2023
植田　海,阪神,0.0,28,3,1,0,0,0,4,1,0,0,1,0,0.5,0.0,0.5,14.19,13.64,2023
樋口　正修,中日,0.0,7,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-4.32,-4.05,2023
植田　将太,ロッテ,0.0,4,3,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.84,-2.61,2023
堀内　謙伍,楽天,0.5,3,3,2,1,0,0,0,1,0,0,0,0,0.667,0.5,1.167,21.49,20.25,2023
海野　隆司,ソフトバンク,0.0,8,2,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,-3.79,-3.78,2023
山浅　龍之介,中日,0.0,7,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2023
大里　昂生,オリックス,0.0,5,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2023
福永　奨,オリックス,0.0,3,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2023
荒木　貴裕,ヤクルト,0.0,1,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2023
木村　文紀,日本ハム,0.5,1,2,2,1,0,0,0,0,0,0,0,0,0.5,1.0,1.5,21.0,17.01,2023
渡邉　大樹,オリックス,0.0,1,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2023
正隨　優弥,楽天,0.0,1,2,1,0,0,0,0,1,0,0,0,0,0.5,0.0,0.5,5.86,6.75,2023
髙松　渡,中日,0.0,23,1,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,-3.16,-0.68,2023
髙松　渡,西武,0.0,2,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.91,2.43,2023
川原田　純平,ソフトバンク,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2023
大野　奨太,中日,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2023
西村　瑠伊斗,ヤクルト,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2023
郡司　裕也,中日,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2023
吉田　賢吾,ソフトバンク,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2023
益子　京右,DeNA,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
齊藤　誠人,西武,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
小郷　裕哉,楽天,0.257,143,642,565,145,7,49,32,68,3,120,1,6,0.337,0.358,0.694,4.75,4.73,2024
近本　光司,阪神,0.285,141,639,562,160,6,45,19,68,5,93,0,7,0.365,0.363,0.728,5.11,5.04,2024
中野　拓夢,阪神,0.232,143,634,547,127,1,32,6,46,5,97,35,10,0.297,0.282,0.579,2.60,2.60,2024
長岡　秀樹,ヤクルト,0.288,143,611,566,163,6,58,4,29,3,70,10,6,0.324,0.367,0.692,4.40,4.26,2024
岡本　和真,巨人,0.28,143,611,535,150,27,83,1,66,5,97,0,5,0.362,0.501,0.863,6.70,6.56,2024
山川　穂高,ソフトバンク,0.247,143,611,550,136,34,99,0,48,10,158,0,17,0.318,0.484,0.801,5.04,5.10,2024
村上　宗隆,ヤクルト,0.244,143,610,500,122,33,86,10,105,4,180,0,6,0.379,0.472,0.851,6.50,6.55,2024
吉川　尚輝,巨人,0.287,143,602,536,154,5,46,12,41,6,61,13,8,0.341,0.377,0.718,4.68,4.61,2024
細川　成也,中日,0.292,143,600,534,156,23,67,0,60,5,159,0,13,0.368,0.478,0.846,6.23,6.05,2024
栗原　陵矢,ソフトバンク,0.273,140,598,527,144,20,87,2,49,5,99,10,10,0.337,0.471,0.807,5.50,5.45,2024
辰己　涼介,楽天,0.294,143,597,537,158,7,58,20,44,8,108,2,10,0.353,0.419,0.772,5.61,5.48,2024
丸　佳浩,巨人,0.278,138,595,525,146,14,45,8,65,3,93,0,9,0.36,0.396,0.756,5.29,5.21,2024
小園　海斗,広島,0.28,143,588,540,151,2,61,13,30,6,53,7,6,0.322,0.33,0.651,3.80,3.76,2024
秋山　翔吾,広島,0.289,138,587,547,158,4,30,6,29,5,96,2,6,0.328,0.351,0.679,4.21,4.13,2024
オスナ,ヤクルト,0.267,141,585,539,144,17,72,0,40,3,91,0,24,0.32,0.414,0.733,4.07,4.03,2024
源田　壮亮,西武,0.264,143,577,522,138,3,21,12,32,1,75,20,4,0.307,0.337,0.644,3.70,3.63,2024
村林　一輝,楽天,0.241,139,571,518,125,6,50,5,21,2,91,23,11,0.27,0.313,0.583,2.62,2.75,2024
佐野　恵太,DeNA,0.273,139,566,524,143,8,62,0,35,4,53,0,17,0.322,0.384,0.705,4.14,4.01,2024
牧　秀悟,DeNA,0.294,133,561,517,152,23,74,11,37,5,59,0,13,0.346,0.491,0.837,6.13,5.92,2024
万波　中正,日本ハム,0.252,136,556,508,128,18,60,2,39,5,120,1,13,0.31,0.425,0.735,4.33,4.30,2024
西川　龍馬,オリックス,0.258,138,553,519,134,7,46,11,27,1,97,2,11,0.294,0.347,0.641,3.51,3.50,2024
浅村　栄斗,楽天,0.253,143,552,471,119,14,60,1,68,4,101,0,12,0.346,0.382,0.728,4.65,4.82,2024
大山　悠輔,阪神,0.259,130,545,483,125,14,68,0,52,7,88,0,19,0.338,0.383,0.721,4.14,4.17,2024
ソト,ロッテ,0.269,132,542,491,132,21,88,0,42,5,136,0,19,0.33,0.45,0.78,4.83,4.84,2024
今宮　健太,ソフトバンク,0.262,133,538,462,121,6,39,1,46,3,87,25,9,0.331,0.372,0.704,4.22,4.12,2024
近藤　健介,ソフトバンク,0.314,129,535,436,137,19,72,11,92,6,76,0,10,0.439,0.521,0.96,8.85,8.42,2024
森下　翔太,阪神,0.275,129,526,458,126,16,73,0,53,12,78,0,13,0.363,0.441,0.804,5.58,5.52,2024
紅林　弘太郎,オリックス,0.247,136,523,465,115,2,38,0,37,5,74,8,12,0.305,0.314,0.619,3.05,3.15,2024
小深田　大翔,楽天,0.229,134,522,450,103,3,23,29,42,2,84,25,5,0.296,0.287,0.582,2.93,3.03,2024
外崎　修汰,西武,0.227,127,500,436,99,7,41,11,45,10,88,6,15,0.312,0.337,0.649,3.41,3.43,2024
菊池　涼介,広島,0.241,136,497,453,109,9,38,2,25,1,69,17,9,0.281,0.342,0.623,3.03,3.01,2024
佐藤　輝明,阪神,0.268,120,496,451,121,16,70,0,36,5,133,0,11,0.327,0.439,0.766,4.83,4.83,2024
矢野　雅哉,広島,0.26,137,495,430,112,2,38,13,38,3,109,20,8,0.322,0.333,0.655,3.48,3.51,2024
郡司　裕也,日本ハム,0.256,127,495,441,113,12,49,2,40,4,71,6,6,0.321,0.37,0.691,4.20,4.28,2024
松本　剛,日本ハム,0.236,127,486,437,103,1,19,20,24,4,52,17,17,0.279,0.288,0.568,2.27,2.32,2024
サンタナ,ヤクルト,0.315,122,484,419,132,17,70,2,57,4,101,0,8,0.399,0.506,0.905,7.51,7.28,2024
周東　佑京,ソフトバンク,0.269,123,477,428,115,2,26,41,26,10,90,10,4,0.323,0.341,0.664,4.12,4.09,2024
宮﨑　敏郎,DeNA,0.283,125,469,410,116,14,56,1,52,6,29,0,9,0.371,0.444,0.815,6.03,5.79,2024
ポランコ,ロッテ,0.243,118,468,416,101,23,60,0,46,2,86,0,5,0.318,0.459,0.778,5.19,5.29,2024
坂倉　将吾,広島,0.279,121,462,427,119,12,44,3,31,1,80,1,7,0.328,0.412,0.74,4.80,4.71,2024
岡林　勇希,中日,0.256,123,460,425,109,0,12,10,29,0,62,6,2,0.304,0.294,0.598,3.16,3.11,2024
鈴木　大地,楽天,0.266,123,460,406,108,4,41,0,23,13,43,15,4,0.324,0.347,0.671,4.08,4.07,2024
マルティネス,日本ハム,0.234,126,459,393,92,13,57,2,51,11,101,0,12,0.336,0.405,0.74,4.58,4.65,2024
森　友哉,オリックス,0.281,117,457,395,111,9,46,6,50,7,61,0,4,0.368,0.415,0.783,5.95,5.88,2024
佐藤　都志也,ロッテ,0.278,116,452,410,114,5,45,4,29,3,51,4,10,0.326,0.363,0.689,4.16,4.16,2024
オースティン,DeNA,0.316,106,445,396,125,25,69,0,45,0,88,0,12,0.382,0.601,0.983,7.88,7.62,2024
野間　峻祥,広島,0.271,113,443,391,106,1,28,8,43,5,52,3,9,0.35,0.34,0.69,4.28,4.18,2024
中村　奨吾,ロッテ,0.234,120,433,376,88,4,27,2,41,5,75,11,15,0.318,0.314,0.631,3.05,3.03,2024
坂本　勇人,巨人,0.238,109,426,395,94,7,34,1,27,1,72,0,14,0.286,0.327,0.613,2.85,2.93,2024
岡　大海,ロッテ,0.287,103,420,362,104,7,33,11,44,7,64,4,9,0.373,0.434,0.806,5.87,5.64,2024
村松　開人,中日,0.275,109,418,371,102,1,25,3,26,4,81,14,7,0.327,0.337,0.664,3.71,3.66,2024
木浪　聖也,阪神,0.214,116,409,359,77,1,35,1,32,4,64,13,17,0.285,0.265,0.55,2.02,2.04,2024
門脇　誠,巨人,0.243,129,405,350,85,0,21,9,37,2,63,16,3,0.319,0.274,0.593,3.22,3.15,2024
山本　祐大,DeNA,0.291,108,403,358,104,5,37,1,27,3,41,9,12,0.34,0.383,0.723,4.37,4.38,2024
福永　裕基,中日,0.306,111,402,363,111,6,32,9,27,6,82,4,4,0.362,0.427,0.789,5.83,5.60,2024
友杉　篤輝,ロッテ,0.206,125,393,355,73,0,15,11,17,0,52,19,5,0.241,0.234,0.474,1.62,1.71,2024
カリステ,中日,0.261,114,393,372,97,7,36,2,15,0,67,3,9,0.287,0.352,0.639,3.23,3.25,2024
甲斐　拓也,ソフトバンク,0.256,119,392,344,88,5,43,1,31,1,89,14,6,0.317,0.372,0.69,3.98,3.90,2024
山田　哲人,ヤクルト,0.226,110,385,340,77,14,39,1,36,5,86,0,6,0.306,0.397,0.704,4.20,4.37,2024
太田　椋,オリックス,0.288,91,369,333,96,6,40,4,27,1,66,4,10,0.34,0.408,0.748,4.66,4.62,2024
藤岡　裕大,ロッテ,0.256,90,369,312,80,5,29,0,46,2,58,7,4,0.354,0.353,0.706,4.69,4.69,2024
レイエス,日本ハム,0.29,103,368,335,97,25,65,0,31,0,90,0,9,0.348,0.564,0.912,6.72,6.65,2024
西川　遥輝,ヤクルト,0.26,113,363,308,80,1,24,10,40,6,51,3,3,0.35,0.325,0.675,4.57,4.67,2024
前川　右京,阪神,0.269,116,362,324,87,4,42,0,27,10,50,0,7,0.343,0.355,0.697,4.43,4.34,2024
水野　達稀,日本ハム,0.22,105,359,332,73,7,37,9,13,1,81,12,2,0.251,0.355,0.606,2.83,2.90,2024
水谷　瞬,日本ハム,0.287,97,353,327,94,9,39,4,21,3,79,1,3,0.335,0.443,0.779,5.52,5.32,2024
中村　悠平,ヤクルト,0.237,96,353,291,69,0,23,0,30,4,54,26,7,0.315,0.268,0.583,2.77,2.77,2024
梶原　昂希,DeNA,0.292,91,351,339,99,4,30,16,7,4,98,1,2,0.314,0.392,0.707,4.78,4.52,2024
田宮　裕涼,日本ハム,0.277,109,349,307,85,3,30,10,21,7,71,11,10,0.334,0.358,0.693,3.95,3.92,2024
佐藤　龍世,西武,0.244,93,345,295,72,7,34,0,37,4,70,3,10,0.33,0.39,0.72,4.04,4.18,2024
田中　幹也,中日,0.224,112,343,313,70,2,23,5,20,0,46,10,3,0.27,0.281,0.551,2.51,2.53,2024
西川　愛也,西武,0.227,104,335,313,71,6,31,8,15,1,57,4,6,0.263,0.332,0.595,2.79,2.87,2024
セデーニョ,オリックス,0.26,98,334,304,79,15,37,0,23,5,97,0,15,0.32,0.438,0.758,4.17,4.22,2024
清宮　幸太郎,日本ハム,0.3,89,329,290,87,15,51,1,31,5,62,0,5,0.374,0.524,0.898,6.92,6.79,2024
宗　佑磨,オリックス,0.235,97,322,289,68,1,22,3,14,6,31,11,8,0.283,0.301,0.584,2.57,2.58,2024
桑原　将志,DeNA,0.27,106,321,285,77,5,24,8,19,4,42,9,6,0.321,0.365,0.685,4.21,4.24,2024
大城　卓三,巨人,0.254,96,321,283,72,3,27,0,31,3,62,0,3,0.33,0.346,0.677,4.29,4.31,2024
梅野　隆太郎,阪神,0.209,95,318,268,56,0,15,0,30,1,84,17,6,0.289,0.243,0.532,2.11,2.20,2024
小川　龍成,ロッテ,0.241,119,313,261,63,0,21,10,30,0,52,20,2,0.317,0.249,0.566,3.07,3.16,2024
西野　真弘,オリックス,0.3,89,312,280,84,1,13,3,22,1,26,8,3,0.352,0.354,0.706,4.75,4.61,2024
岸　潤一郎,西武,0.216,98,311,287,62,6,25,4,14,3,50,7,7,0.26,0.324,0.584,2.32,2.39,2024
上川畑　大悟,日本ハム,0.248,106,305,258,64,1,16,5,22,6,40,18,4,0.321,0.291,0.611,3.36,3.38,2024
末包　昇大,広島,0.238,79,304,286,68,9,37,1,12,6,85,0,6,0.283,0.381,0.664,3.42,3.43,2024
若月　健矢,オリックス,0.201,96,299,264,53,3,18,0,10,3,59,19,8,0.236,0.277,0.512,1.55,1.70,2024
岸田　行倫,巨人,0.242,88,298,269,65,4,26,2,14,4,43,9,11,0.287,0.331,0.618,2.68,2.74,2024
丸山　和郁,ヤクルト,0.241,96,296,253,61,0,12,4,24,2,49,17,2,0.312,0.277,0.589,3.03,3.00,2024
頓宮　裕真,オリックス,0.197,81,290,249,49,7,30,0,32,7,57,0,8,0.303,0.317,0.621,3.08,3.30,2024
髙部　瑛斗,ロッテ,0.3,76,287,260,78,1,23,10,19,1,43,5,3,0.348,0.381,0.728,4.93,4.75,2024
正木　智也,ソフトバンク,0.27,80,282,263,71,7,29,1,11,5,65,1,4,0.31,0.43,0.739,4.70,4.59,2024
古賀　悠斗,西武,0.228,105,279,246,56,3,12,0,20,0,58,13,8,0.286,0.285,0.57,2.35,2.41,2024
石川　昂弥,中日,0.272,82,275,254,69,4,25,0,17,2,37,0,9,0.32,0.382,0.702,4.03,3.95,2024
堂林　翔太,広島,0.23,87,273,244,56,1,17,0,16,1,67,9,4,0.277,0.295,0.572,2.46,2.55,2024
度会　隆輝,DeNA,0.255,75,272,251,64,3,24,2,12,7,43,1,6,0.306,0.327,0.633,3.28,3.30,2024
太田　光,楽天,0.196,94,269,230,45,2,23,2,13,2,58,23,1,0.244,0.291,0.535,2.18,2.23,2024
藤原　恭大,ロッテ,0.29,74,264,231,67,2,21,4,25,3,39,3,2,0.364,0.385,0.749,5.48,5.38,2024
福田　周平,オリックス,0.232,69,261,228,53,1,13,7,25,2,26,6,1,0.314,0.281,0.594,3.29,3.30,2024
牧原　大成,ソフトバンク,0.283,78,259,240,68,2,13,6,8,1,41,9,2,0.308,0.371,0.679,3.91,3.82,2024
阿部　寿樹,楽天,0.227,78,254,229,52,9,32,0,20,1,54,4,3,0.292,0.419,0.711,3.99,4.01,2024
蝦名　達夫,DeNA,0.256,76,253,223,57,3,17,3,17,6,51,6,1,0.324,0.354,0.678,3.77,3.74,2024
フランコ,楽天,0.218,68,243,229,50,8,30,0,9,2,49,0,7,0.251,0.345,0.596,2.51,2.77,2024
ヘルナンデス,巨人,0.294,56,240,221,65,8,30,0,15,3,58,0,8,0.346,0.452,0.798,5.17,5.05,2024
杉本　裕太郎,オリックス,0.233,82,239,219,51,11,27,1,15,4,56,0,5,0.293,0.416,0.708,4.05,4.17,2024
長谷川　信哉,西武,0.183,72,239,208,38,2,8,10,19,7,41,5,4,0.274,0.24,0.514,2.15,2.30,2024
柳町　達,ソフトバンク,0.269,73,237,216,58,4,40,1,14,1,65,4,4,0.313,0.421,0.735,4.54,4.47,2024
京田　陽太,DeNA,0.245,101,236,216,53,1,27,3,13,0,43,4,4,0.284,0.301,0.585,2.81,2.89,2024
中川　圭太,オリックス,0.231,60,233,216,50,2,16,3,13,0,24,2,3,0.273,0.315,0.588,2.85,2.91,2024
蛭間　拓哉,西武,0.22,63,232,214,47,1,16,3,9,5,43,3,3,0.266,0.28,0.547,2.36,2.43,2024
中田　翔,中日,0.217,62,225,212,46,4,21,0,9,1,34,0,9,0.249,0.321,0.57,2.09,2.24,2024
柳田　悠岐,ソフトバンク,0.286,52,225,185,53,4,35,3,35,3,36,0,2,0.404,0.4,0.804,6.71,6.62,2024
山村　崇嘉,西武,0.219,58,223,201,44,2,23,1,13,2,38,3,2,0.268,0.284,0.552,2.39,2.67,2024
石井　一成,日本ハム,0.234,68,219,197,46,4,18,2,12,1,42,9,2,0.281,0.36,0.641,3.17,3.15,2024
坂本　誠志郎,阪神,0.223,64,218,193,43,0,12,0,12,2,38,10,6,0.274,0.238,0.512,1.79,1.89,2024
角中　勝也,ロッテ,0.28,84,217,189,53,3,20,0,24,1,37,1,4,0.361,0.413,0.774,5.45,5.33,2024
荻野　貴司,ロッテ,0.279,80,213,197,55,1,15,0,10,2,15,4,6,0.321,0.335,0.656,3.58,3.43,2024
中村　剛也,西武,0.191,58,205,188,36,7,14,1,14,2,55,0,3,0.254,0.372,0.626,3.02,3.10,2024
野村　大樹,西武,0.225,57,204,178,40,5,22,1,19,3,44,1,6,0.305,0.41,0.716,3.93,4.09,2024
中村　晃,ソフトバンク,0.221,101,203,181,40,0,16,0,19,1,24,1,6,0.297,0.243,0.54,2.16,2.26,2024
木下　拓哉,中日,0.228,74,203,180,41,3,9,0,9,0,26,14,9,0.265,0.3,0.565,1.93,1.96,2024
森　敬斗,DeNA,0.251,71,200,187,47,0,5,8,12,0,43,0,4,0.295,0.326,0.621,2.94,2.87,2024
板山　祐太郎,中日,0.236,65,194,178,42,3,13,1,14,0,36,1,9,0.29,0.343,0.633,2.75,2.79,2024
高橋　周平,中日,0.26,60,190,173,45,2,16,0,13,1,40,3,7,0.316,0.329,0.645,3.13,3.04,2024
来田　涼斗,オリックス,0.212,54,189,170,36,2,11,4,10,2,49,7,4,0.264,0.312,0.576,2.19,2.24,2024
泉口　友汰,巨人,0.201,66,185,164,33,1,9,1,18,0,24,3,2,0.28,0.268,0.549,2.52,2.56,2024
伏見　寅威,日本ハム,0.242,62,184,165,40,0,21,0,4,2,26,12,3,0.267,0.273,0.54,2.17,2.19,2024
山口　航輝,ロッテ,0.2,51,181,170,34,2,13,1,10,1,30,0,6,0.249,0.282,0.531,1.83,1.87,2024
山本　泰寛,中日,0.25,79,179,156,39,1,9,1,15,0,33,6,1,0.312,0.288,0.601,3.23,3.38,2024
大里　昂生,オリックス,0.235,51,176,153,36,2,8,5,14,1,26,8,1,0.304,0.327,0.63,3.46,3.46,2024
安田　尚憲,ロッテ,0.228,55,174,158,36,0,15,0,13,0,48,0,4,0.282,0.31,0.592,2.75,2.84,2024
石原　彪,楽天,0.171,68,172,146,25,4,13,0,13,0,50,13,4,0.239,0.288,0.527,1.72,1.86,2024
筒香　嘉智,DeNA,0.188,57,168,149,28,7,23,0,16,2,51,0,5,0.274,0.409,0.683,3.37,3.57,2024
宇佐見　真吾,中日,0.303,61,164,152,46,3,17,0,9,0,38,1,5,0.337,0.414,0.752,4.75,4.67,2024
宮本　丈,ヤクルト,0.259,60,164,147,38,0,6,1,11,1,25,4,3,0.313,0.279,0.591,3.05,3.08,2024
萩尾　匡也,巨人,0.215,56,163,149,32,2,12,0,11,1,41,1,4,0.272,0.336,0.607,2.56,2.62,2024
田村　龍弘,ロッテ,0.2,51,160,140,28,0,14,0,14,0,27,4,2,0.269,0.271,0.541,2.32,2.43,2024
會澤　翼,広島,0.187,57,159,150,28,0,13,0,7,2,43,0,6,0.233,0.227,0.459,0.96,1.00,2024
モンテス,巨人,0.272,46,159,151,41,1,14,1,7,1,21,0,3,0.308,0.391,0.699,4.23,3.89,2024
浅野　翔吾,巨人,0.24,40,158,146,35,3,18,1,7,2,27,2,2,0.282,0.404,0.686,3.91,3.83,2024
オコエ　瑠偉,巨人,0.261,68,157,138,36,3,13,4,9,1,35,8,3,0.309,0.391,0.7,4.10,4.04,2024
川瀬　晃,ソフトバンク,0.261,105,156,138,36,0,7,2,7,0,24,10,0,0.295,0.304,0.599,3.03,3.04,2024
佐々木　俊輔,巨人,0.231,59,156,143,33,0,6,2,9,0,44,3,3,0.275,0.28,0.554,2.31,2.37,2024
栗山　巧,西武,0.226,60,154,124,28,1,12,0,26,2,23,0,1,0.364,0.323,0.686,4.78,4.91,2024
渡邊　佳明,楽天,0.25,47,154,136,34,0,11,0,11,0,26,5,3,0.302,0.265,0.567,2.65,2.78,2024
島内　宏明,楽天,0.214,40,154,131,28,0,12,0,16,3,16,0,4,0.307,0.252,0.559,2.62,2.92,2024
