year,team,player
2020,DeNA,進藤　拓也
2020,DeNA,佐野　恵太
2020,DeNA,ピープルズ
2020,DeNA,田中　健二朗
2020,DeNA,砂田　毅樹
2020,DeNA,京山　将弥
2020,DeNA,赤間　謙
2020,DeNA,山本　祐大
2020,DeNA,宮﨑　敏郎
2020,DeNA,細川　成也
2020,DeNA,パットン
2020,DeNA,浅田　将汰
2020,DeNA,田部　隼人
2020,DeNA,濱矢　廣大
2020,DeNA,東妻　純平
2020,DeNA,武藤　祐太
2020,DeNA,平良　拳太郎
2020,DeNA,知野　直人
2020,DeNA,蝦名　達夫
2020,DeNA,エスコバー
2020,DeNA,関根　大気
2020,DeNA,百瀬　大騎
2020,DeNA,古村　徹
2020,DeNA,藤岡　好明
2020,DeNA,国吉　佑樹
2020,DeNA,中川　虎大
2020,DeNA,笠井　崇正
2020,DeNA,ソト
2020,DeNA,宮城　滝太
2020,DeNA,コルデロ
2020,DeNA,デラロサ
2020,DeNA,ディアス
2020,オリックス,勝俣　翔貴
2020,オリックス,西浦　颯大
2020,オリックス,佐藤　一磨
2020,オリックス,モヤ
2020,オリックス,白崎　浩之
2020,オリックス,谷岡　楓太
2020,オリックス,安達　了一
2020,オリックス,中田　惟斗
2020,オリックス,福田　周平
2020,オリックス,平野　大和
2020,オリックス,鶴見　凌也
2020,オリックス,西野　真弘
2020,オリックス,宗　佑磨
2020,オリックス,佐藤　優悟
2020,オリックス,松山　真之
2020,オリックス,後藤　駿太
2020,オリックス,大城　滉二
2020,オリックス,ジョーンズ
2020,オリックス,山﨑　福也
2020,オリックス,宮城　大弥
2020,オリックス,吉田　一将
2020,オリックス,荒西　祐大
2020,オリックス,増井　浩俊
2020,オリックス,山本　由伸
2020,オリックス,山岡　泰輔
2020,オリックス,近藤　大亮
2020,オリックス,竹安　大知
2020,オリックス,村西　良太
2020,オリックス,伏見　寅威
2020,オリックス,紅林　弘太郎
2020,オリックス,西村　凌
2020,オリックス,東明　大貴
2020,オリックス,アルバース
2020,オリックス,富山　凌雅
2020,オリックス,田嶋　大樹
2020,オリックス,Ｋ－鈴木
2020,オリックス,太田　椋
2020,オリックス,ディクソン
2020,オリックス,松井　雅人
2020,オリックス,吉田　正尚
2020,オリックス,比嘉　幹貴
2020,オリックス,山足　達也
2020,オリックス,若月　健矢
2020,オリックス,小島　脩平
2020,オリックス,飯田　優也
2020,オリックス,大下　誠一郎
2020,オリックス,佐野　皓大
2020,オリックス,ロドリゲス
2020,オリックス,前　佑囲斗
2020,オリックス,頓宮　裕真
2020,オリックス,飯田　大祐
2020,オリックス,本田　仁海
2020,オリックス,海田　智行
2020,オリックス,齋藤　綱記
2020,オリックス,澤田　圭佑
2020,オリックス,小田　裕也
2020,オリックス,ヒギンス
2020,オリックス,宜保　翔
2020,オリックス,Ｔ－岡田
2020,オリックス,松井　佑介
2020,オリックス,山田　修義
2020,オリックス,金田　和之
2020,オリックス,根本　薫
2020,オリックス,左澤　優
2020,オリックス,榊原　翼
2020,オリックス,山崎　勝己
2020,オリックス,廣澤　伸哉
2020,オリックス,漆原　大晟
2020,オリックス,吉田　凌
2020,オリックス,中川　圭太
2020,オリックス,鈴木　優
2020,オリックス,神戸　文也
2020,オリックス,張　奕
2020,オリックス,杉本　裕太郎
2020,オリックス,岡﨑　大輔
2020,オリックス,稲富　宏樹
2020,オリックス,黒木　優太
2020,オリックス,東　晃平
2020,オリックス,比屋根　彰人
2020,オリックス,フェリペ
2020,オリックス,山﨑　颯一郎
2020,ソフトバンク,川瀬　晃
2020,ソフトバンク,髙田　知季
2020,ソフトバンク,内川　聖一
2020,ソフトバンク,Ｃ．スチュワート・ジュニア
2020,ソフトバンク,バレンティン
2020,ソフトバンク,松田　宣浩
2020,ソフトバンク,今宮　健太
2020,ソフトバンク,中村　晃
2020,ソフトバンク,明石　健志
2020,ソフトバンク,柳田　悠岐
2020,ソフトバンク,大竹　耕太郎
2020,ソフトバンク,津森　宥紀
2020,ソフトバンク,髙谷　裕亮
2020,ソフトバンク,二保　旭
2020,ソフトバンク,加治屋　蓮
2020,ソフトバンク,東浜　巨
2020,ソフトバンク,岩嵜　翔
2020,ソフトバンク,武田　翔太
2020,ソフトバンク,甲斐　拓也
2020,ソフトバンク,甲斐野　央
2020,ソフトバンク,和田　毅
2020,ソフトバンク,西田　哲朗
2020,ソフトバンク,周東　佑京
2020,ソフトバンク,長谷川　勇也
2020,ソフトバンク,田中　正義
2020,ソフトバンク,吉住　晴斗
2020,ソフトバンク,グラシアル
2020,ソフトバンク,高橋　礼
2020,ソフトバンク,石川　柊太
2020,ソフトバンク,佐藤　直樹
2020,ソフトバンク,栗原　陵矢
2020,ソフトバンク,柳町　達
2020,ソフトバンク,増田　珠
2020,ソフトバンク,椎野　新
2020,ソフトバンク,モイネロ
2020,ソフトバンク,牧原　大成
2020,ソフトバンク,ムーア
2020,ソフトバンク,森　唯斗
2020,ソフトバンク,尾形　崇斗
2020,ソフトバンク,杉山　一樹
2020,ソフトバンク,千賀　滉大
2020,ソフトバンク,松田　遼馬
2020,ソフトバンク,バンデンハーク
2020,ソフトバンク,谷川原　健太
2020,ソフトバンク,髙橋　純平
2020,ソフトバンク,渡邉　雄大
2020,ソフトバンク,古谷　優人
2020,ソフトバンク,板東　湧梧
2020,ソフトバンク,上林　誠知
2020,ソフトバンク,リチャード
2020,ソフトバンク,泉　圭輔
2020,ソフトバンク,デスパイネ
2020,ソフトバンク,野村　大樹
2020,ソフトバンク,田浦　文丸
2020,ソフトバンク,嘉弥真　新也
2020,ソフトバンク,サファテ
2020,ソフトバンク,水谷　瞬
2020,ソフトバンク,釜元　豪
2020,ソフトバンク,奥村　政稔
2020,ソフトバンク,海野　隆司
2020,ソフトバンク,川原　弘之
2020,ソフトバンク,真砂　勇介
2020,ソフトバンク,九鬼　隆平
2020,ソフトバンク,松本　裕樹
2020,ソフトバンク,笠谷　俊介
2020,ソフトバンク,三森　大貴
2020,ソフトバンク,小林　珠維
2020,ソフトバンク,川島　慶三
2020,ソフトバンク,石塚　綜一郎
2020,ソフトバンク,大関　友久
2020,ソフトバンク,小澤　怜史
2020,ソフトバンク,古澤　勝吾
2020,ソフトバンク,大本　将吾
2020,ソフトバンク,黒瀬　健太
2020,ソフトバンク,伊藤　大将
2020,ソフトバンク,野澤　佑斗
2020,ソフトバンク,勝連　大稀
2020,ソフトバンク,舟越　秀虎
2020,ソフトバンク,渡邉　陸
2020,ソフトバンク,岡本　直也
2020,ソフトバンク,田城　飛翔
2020,ソフトバンク,荒木　翔太
2020,ソフトバンク,渡辺　健史
2020,ソフトバンク,重田　倫明
2020,ソフトバンク,日暮　矢麻人
2020,ソフトバンク,清水　陸哉
2020,ソフトバンク,中村　宜聖
2020,ソフトバンク,村上　舜
2020,ソフトバンク,堀内　汰門
2020,ヤクルト,藤井　亮太
2020,ヤクルト,奥村　展征
2020,ヤクルト,山田　哲人
2020,ヤクルト,エスコバー
2020,ヤクルト,西浦　直亨
2020,ヤクルト,川端　慎吾
2020,ヤクルト,中山　翔太
2020,ヤクルト,塩見　泰隆
2020,ヤクルト,荒木　貴裕
2020,ヤクルト,奥川　恭伸
2020,ヤクルト,石山　泰稚
2020,ヤクルト,中尾　輝
2020,ヤクルト,高梨　裕稔
2020,ヤクルト,大下　佑馬
2020,ヤクルト,原　樹理
2020,ヤクルト,清水　昇
2020,ヤクルト,寺島　成輝
2020,ヤクルト,石川　雅規
2020,ヤクルト,近藤　一樹
2020,ヤクルト,青木　宣親
2020,ヤクルト,星　知弥
2020,ヤクルト,イノーア
2020,ヤクルト,坂本　光士郎
2020,ヤクルト,吉田　大喜
2020,ヤクルト,小川　泰弘
2020,ヤクルト,西田　明央
2020,ヤクルト,山崎　晃大朗
2020,ヤクルト,松本　直樹
2020,ヤクルト,クック
2020,ヤクルト,山田　大樹
2020,ヤクルト,杉山　晃基
2020,ヤクルト,廣岡　大志
2020,ヤクルト,マクガフ
2020,ヤクルト,梅野　雄吾
2020,ヤクルト,宮本　丈
2020,ヤクルト,市川　悠太
2020,ヤクルト,雄平
2020,ヤクルト,坂口　智隆
2020,ヤクルト,スアレス
2020,ヤクルト,大西　広樹
2020,ヤクルト,嶋　基宏
2020,ヤクルト,太田　賢吾
2020,ヤクルト,高橋　奎二
2020,ヤクルト,金久保　優斗
2020,ヤクルト,渡邉　大樹
2020,ヤクルト,上田　剛史
2020,ヤクルト,濱田　太貴
2020,ヤクルト,中村　悠平
2020,ヤクルト,五十嵐　亮太
2020,ヤクルト,中澤　雅人
2020,ヤクルト,村上　宗隆
2020,ヤクルト,鈴木　裕太
2020,ヤクルト,古賀　優大
2020,ヤクルト,長岡　秀樹
2020,ヤクルト,大村　孟
2020,ヤクルト,武岡　龍世
2020,ヤクルト,久保　拓眞
2020,ヤクルト,田川　賢吾
2020,ヤクルト,井野　卓
2020,ヤクルト,風張　蓮
2020,ヤクルト,田代　将太郎
2020,ヤクルト,吉田　大成
2020,ヤクルト,平井　諒
2020,ヤクルト,山中　浩史
2020,ヤクルト,今野　龍太
2020,ヤクルト,長谷川　宙輝
2020,ヤクルト,歳内　宏明
2020,ヤクルト,松本　友
2020,ヤクルト,蔵本　治孝
2020,ヤクルト,内山　太嗣
2020,ヤクルト,ジュリアス
2020,ロッテ,荻野　貴司
2020,ロッテ,鳥谷　敬
2020,ロッテ,清田　育宏
2020,ロッテ,藤原　恭大
2020,ロッテ,角中　勝也
2020,ロッテ,藤岡　裕大
2020,ロッテ,安田　尚憲
2020,ロッテ,福田　秀平
2020,ロッテ,中村　奨吾
2020,ロッテ,加藤　翔平
2020,ロッテ,佐々木　千隼
2020,ロッテ,石川　歩
2020,ロッテ,平沢　大河
2020,ロッテ,大谷　智久
2020,ロッテ,美馬　学
2020,ロッテ,種市　篤暉
2020,ロッテ,佐々木　朗希
2020,ロッテ,二木　康太
2020,ロッテ,唐川　侑己
2020,ロッテ,東條　大樹
2020,ロッテ,内　竜也
2020,ロッテ,田村　龍弘
2020,ロッテ,三木　亮
2020,ロッテ,東妻　勇輔
2020,ロッテ,岡　大海
2020,ロッテ,山本　大貴
2020,ロッテ,松永　昂大
2020,ロッテ,西野　勇士
2020,ロッテ,石崎　剛
2020,ロッテ,菅野　剛士
2020,ロッテ,佐藤　都志也
2020,ロッテ,南　昌輝
2020,ロッテ,土肥　星也
2020,ロッテ,渡邉　啓太
2020,ロッテ,有吉　優樹
2020,ロッテ,小野　郁
2020,ロッテ,髙部　瑛斗
2020,ロッテ,吉田　裕太
2020,ロッテ,福田　光輝
2020,ロッテ,成田　翔
2020,ロッテ,ハーマン
2020,ロッテ,小島　和哉
2020,ロッテ,井上　晴哉
2020,ロッテ,宗接　唯人
2020,ロッテ,岩下　大輝
2020,ロッテ,田中　靖洋
2020,ロッテ,中村　稔弥
2020,ロッテ,チェン・グァンユウ
2020,ロッテ,松田　進
2020,ロッテ,山口　航輝
2020,ロッテ,益田　直也
2020,ロッテ,江村　直也
2020,ロッテ,レアード
2020,ロッテ,細川　亨
2020,ロッテ,原　嵩
2020,ロッテ,澤村　拓一
2020,ロッテ,チェン・ウェイン
2020,ロッテ,ジャクソン
2020,ロッテ,細谷　圭
2020,ロッテ,横山　陸人
2020,ロッテ,三家　和真
2020,ロッテ,永野　将司
2020,ロッテ,和田　康士朗
2020,ロッテ,大嶺　祐太
2020,ロッテ,古谷　拓郎
2020,ロッテ,茶谷　健太
2020,ロッテ,西巻　賢二
2020,ロッテ,土居　豪人
2020,ロッテ,マーティン
2020,ロッテ,フローレス
2020,ロッテ,柿沼　友哉
2020,ロッテ,本前　郁也
2020,ロッテ,鎌田　光津希
2020,ロッテ,森　遼大朗
2020,ロッテ,植田　将太
2020,ロッテ,髙濱　卓也
2020,ロッテ,アコスタ
2020,ロッテ,サントス
2020,中日,髙松　渡
2020,中日,京田　陽太
2020,中日,石川　昂弥
2020,中日,高橋　周平
2020,中日,藤井　淳志
2020,中日,阿部　寿樹
2020,中日,平田　良介
2020,中日,根尾　昂
2020,中日,大島　洋平
2020,中日,石川　駿
2020,中日,小笠原　慎之介
2020,中日,田島　慎二
2020,中日,橋本　侑樹
2020,中日,谷元　圭介
2020,中日,又吉　克樹
2020,中日,柳　裕也
2020,中日,吉見　一起
2020,中日,岡田　俊哉
2020,中日,大野　雄大
2020,中日,遠藤　一星
2020,中日,福谷　浩司
2020,中日,佐藤　優
2020,中日,井領　雅貴
2020,中日,大野　奨太
2020,中日,梅津　晃大
2020,中日,山井　大介
2020,中日,阿知羅　拓馬
2020,中日,渡辺　勝
2020,中日,石垣　雅海
2020,中日,祖父江　大輔
2020,中日,福　敬登
2020,中日,木下　拓哉
2020,中日,岡野　祐一郎
2020,中日,三ツ俣　大樹
2020,中日,松葉　貴大
2020,中日,石川　翔
2020,中日,勝野　昌慶
2020,中日,アルモンテ
2020,中日,三ツ間　卓也
2020,中日,郡司　裕也
2020,中日,シエラ
2020,中日,鈴木　博志
2020,中日,笠原　祥太郎
2020,中日,溝脇　隼人
2020,中日,伊藤　康祐
2020,中日,清水　達也
2020,中日,滝野　要
2020,中日,加藤　匠馬
2020,中日,ゴンサレス
2020,中日,藤嶋　健人
2020,中日,福田　永将
2020,中日,武田　健吾
2020,中日,Ａ．マルティネス
2020,中日,石橋　康太
2020,中日,山本　拓実
2020,中日,岡林　勇希
2020,中日,垣越　建伸
2020,中日,竹内　龍臣
2020,中日,堂上　直倫
2020,中日,小熊　凌祐
2020,中日,伊藤　準規
2020,中日,ビシエド
2020,中日,ロドリゲス
2020,中日,桂　依央利
2020,中日,濱田　達郎
2020,中日,ロメロ
2020,中日,マルク
2020,中日,Ｒ．マルティネス
2020,中日,木下　雄介
2020,中日,鈴木　翔太
2020,中日,ブリトー
2020,中日,浜田　智博
2020,中日,丸山　泰資
2020,中日,石岡　諒太
2020,中日,大藏　彰人
2020,中日,松田　亘哲
2020,巨人,吉川　大幾
2020,巨人,増田　大輝
2020,巨人,比嘉　賢伸
2020,巨人,陽　岱鋼
2020,巨人,平間　隼人
2020,巨人,山川　和大
2020,巨人,笠井　駿
2020,巨人,中島　宏之
2020,巨人,広畑　塁
2020,巨人,加藤　壮太
2020,巨人,坂本　勇人
2020,巨人,小山　翔平
2020,巨人,丸　佳浩
2020,巨人,折下　光輝
2020,巨人,八百板　卓丸
2020,巨人,亀井　善行
2020,巨人,高山　竜太朗
2020,巨人,髙井　俊
2020,巨人,平井　快青
2020,巨人,デラロサ
2020,巨人,戸郷　翔征
2020,巨人,谷岡　竜平
2020,巨人,巽　大介
2020,巨人,山上　信吾
2020,巨人,大竹　寛
2020,巨人,菅野　智之
2020,巨人,田中　豊樹
2020,巨人,田中　優大
2020,巨人,橋本　篤郎
2020,巨人,サンチェス
2020,巨人,岩隈　久志
2020,巨人,黒田　響生
2020,巨人,荒井　颯太
2020,巨人,小林　誠司
2020,巨人,與那原　大剛
2020,巨人,野上　亮磨
2020,巨人,大城　卓三
2020,巨人,岡本　和真
2020,巨人,ラモス
2020,巨人,髙橋　優貴
2020,巨人,炭谷　銀仁朗
2020,巨人,田口　麗斗
2020,巨人,吉川　尚輝
2020,巨人,鍵谷　陽平
2020,巨人,畠　世周
2020,巨人,堀田　賢慎
2020,巨人,太田　龍
2020,巨人,桜井　俊貴
2020,巨人,石川　慎吾
2020,巨人,若林　晃弘
2020,巨人,岸田　行倫
2020,巨人,立岡　宗一郎
2020,巨人,古川　侑利
2020,巨人,中川　皓太
2020,巨人,メルセデス
2020,巨人,重信　慎之介
2020,巨人,モタ
2020,巨人,今村　信貴
2020,巨人,鍬原　拓也
2020,巨人,藤岡　貴裕
2020,巨人,ウィーラー
2020,巨人,ビエイラ
2020,巨人,戸根　千明
2020,巨人,田中　俊太
2020,巨人,北村　拓己
2020,巨人,高梨　雄平
2020,巨人,直江　大輔
2020,巨人,山本　泰寛
2020,巨人,高木　京介
2020,巨人,宮國　椋丞
2020,巨人,松原　聖弥
2020,巨人,菊田　拡和
2020,巨人,増田　陸
2020,巨人,横川　凱
2020,巨人,田原　誠次
2020,巨人,大江　竜聖
2020,巨人,松井　義弥
2020,巨人,村上　海斗
2020,巨人,山瀬　慎之助
2020,巨人,香月　一也
2020,巨人,パーラ
2020,巨人,井上　温大
2020,巨人,沼田　翔平
2020,巨人,湯浅　大
2020,巨人,加藤　脩平
2020,巨人,堀岡　隼人
2020,巨人,ディプラン
2020,巨人,伊藤　海斗
2020,巨人,ウレーニャ
2020,巨人,山下　航汰
2020,広島,上本　崇司
2020,広島,曽根　海成
2020,広島,鈴木　誠也
2020,広島,田中　広輔
2020,広島,小窪　哲也
2020,広島,長野　久義
2020,広島,安部　友裕
2020,広島,堂林　翔太
2020,広島,ピレラ
2020,広島,九里　亜蓮
2020,広島,矢崎　拓也
2020,広島,大瀬良　大地
2020,広島,今村　猛
2020,広島,岡田　明丈
2020,広島,森下　暢仁
2020,広島,野村　祐輔
2020,広島,中﨑　翔太
2020,広島,中村　奨成
2020,広島,薮田　和樹
2020,広島,中田　廉
2020,広島,會澤　翼
2020,広島,床田　寛樹
2020,広島,ケムナ　誠
2020,広島,一岡　竜司
2020,広島,石原　慶幸
2020,広島,白濱　裕太
2020,広島,菊池　涼介
2020,広島,高橋　昂也
2020,広島,三好　匠
2020,広島,塹江　敦哉
2020,広島,野間　峻祥
2020,広島,宇草　孔基
2020,広島,菊池　保則
2020,広島,磯村　嘉孝
2020,広島,藤井　皓哉
2020,広島,Ｋ．ジョンソン
2020,広島,島内　颯太郎
2020,広島,林　晃汰
2020,広島,桒原　樹
2020,広島,高橋　樹也
2020,広島,山口　翔
2020,広島,アドゥワ　誠
2020,広島,正隨　優弥
2020,広島,髙橋　大樹
2020,広島,小園　海斗
2020,広島,鈴木　寛人
2020,広島,戸田　隆矢
2020,広島,韮澤　雄也
2020,広島,松山　竜平
2020,広島,中神　拓都
2020,広島,田中　法彦
2020,広島,藤井　黎來
2020,広島,大盛　穂
2020,広島,永井　敦士
2020,広島,坂倉　将吾
2020,広島,石原　貴規
2020,広島,西川　龍馬
2020,広島,中村　恭平
2020,広島,玉村　昇悟
2020,広島,遠藤　淳志
2020,広島,中村　祐太
2020,広島,平岡　敬人
2020,広島,羽月　隆太郎
2020,広島,スコット
2020,広島,メヒア
2020,広島,フランスア
2020,広島,モンティージャ
2020,広島,畝　章真
2020,広島,佐々木　健
2020,広島,持丸　泰輝
2020,広島,木下　元秀
2020,広島,メナ
2020,広島,コルニエル
2020,日本ハム,斎藤　佑樹
2020,日本ハム,杉谷　拳士
2020,日本ハム,王　柏融
2020,日本ハム,谷口　雄也
2020,日本ハム,大田　泰示
2020,日本ハム,中田　翔
2020,日本ハム,西川　遥輝
2020,日本ハム,近藤　健介
2020,日本ハム,中島　卓也
2020,日本ハム,清水　優心
2020,日本ハム,松本　剛
2020,日本ハム,生田目　翼
2020,日本ハム,加藤　貴之
2020,日本ハム,上沢　直之
2020,日本ハム,有原　航平
2020,日本ハム,浦野　博司
2020,日本ハム,吉田　輝星
2020,日本ハム,金子　弌大
2020,日本ハム,上原　健太
2020,日本ハム,清宮　幸太郎
2020,日本ハム,鶴岡　慎也
2020,日本ハム,渡邉　諒
2020,日本ハム,野村　佑希
2020,日本ハム,宮西　尚生
2020,日本ハム,淺間　大基
2020,日本ハム,マルティネス
2020,日本ハム,河野　竜生
2020,日本ハム,井口　和朋
2020,日本ハム,宇佐見　真吾
2020,日本ハム,村田　透
2020,日本ハム,谷内　亮太
2020,日本ハム,立野　和明
2020,日本ハム,堀　瑞輝
2020,日本ハム,西村　天裕
2020,日本ハム,バーヘイゲン
2020,日本ハム,柿木　蓮
2020,日本ハム,石井　一成
2020,日本ハム,秋吉　亮
2020,日本ハム,福田　俊
2020,日本ハム,ロドリゲス
2020,日本ハム,黒羽根　利規
2020,日本ハム,白村　明弘
2020,日本ハム,ビヤヌエバ
2020,日本ハム,平沼　翔太
2020,日本ハム,田中　瑛斗
2020,日本ハム,鈴木　健矢
2020,日本ハム,上野　響平
2020,日本ハム,公文　克彦
2020,日本ハム,鈴木　遼太郎
2020,日本ハム,石川　直也
2020,日本ハム,宮台　康平
2020,日本ハム,玉井　大翔
2020,日本ハム,難波　侑平
2020,日本ハム,吉川　光夫
2020,日本ハム,杉浦　稔大
2020,日本ハム,横尾　俊建
2020,日本ハム,吉田　侑樹
2020,日本ハム,郡　拓也
2020,日本ハム,姫野　優也
2020,日本ハム,望月　大希
2020,日本ハム,北浦　竜次
2020,日本ハム,田宮　裕涼
2020,日本ハム,梅林　優貴
2020,日本ハム,万波　中正
2020,日本ハム,片岡　奨人
2020,日本ハム,石川　亮
2020,日本ハム,今井　順之助
2020,日本ハム,髙濱　祐仁
2020,日本ハム,樋口　龍之介
2020,日本ハム,宮田　輝星
2020,日本ハム,長谷川　凌汰
2020,日本ハム,海老原　一佳
2020,日本ハム,高山　優希
2020,楽天,小深田　大翔
2020,楽天,松井　裕樹
2020,楽天,太田　光
2020,楽天,浅村　栄斗
2020,楽天,オコエ　瑠偉
2020,楽天,茂木　栄五郎
2020,楽天,藤田　一也
2020,楽天,鈴木　大地
2020,楽天,辰己　涼介
2020,楽天,吉持　亮汰
2020,楽天,岸　孝之
2020,楽天,近藤　弘樹
2020,楽天,森原　康平
2020,楽天,則本　昂大
2020,楽天,Ｊ．Ｔ．シャギワ
2020,楽天,涌井　秀章
2020,楽天,森　雄大
2020,楽天,王　彦程
2020,楽天,塩見　貴洋
2020,楽天,藤平　尚真
2020,楽天,安樂　智大
2020,楽天,釜田　佳直
2020,楽天,牧田　和久
2020,楽天,弓削　隼人
2020,楽天,黒川　史陽
2020,楽天,田中　和基
2020,楽天,渡辺　直人
2020,楽天,岡島　豪郎
2020,楽天,酒居　知史
2020,楽天,山下　斐紹
2020,楽天,福井　優也
2020,楽天,ブセニッツ
2020,楽天,銀次
2020,楽天,山﨑　幹史
2020,楽天,島内　宏明
2020,楽天,内田　靖人
2020,楽天,岩見　雅紀
2020,楽天,引地　秀一郎
2020,楽天,青山　浩二
2020,楽天,ＤＪ．ジョンソン
2020,楽天,宋　家豪
2020,楽天,足立　祐一
2020,楽天,菅原　秀
2020,楽天,下水流　昂
2020,楽天,渡邊　佑樹
2020,楽天,渡邊　佳明
2020,楽天,福森　耀真
2020,楽天,小郷　裕哉
2020,楽天,津留﨑　大成
2020,楽天,髙田　萌生
2020,楽天,和田　恋
2020,楽天,田中　貴也
2020,楽天,鈴木　翔天
2020,楽天,瀧中　瞭太
2020,楽天,辛島　航
2020,楽天,熊原　健人
2020,楽天,石橋　良太
2020,楽天,佐藤　智輝
2020,楽天,西口　直人
2020,楽天,由規
2020,楽天,福山　博之
2020,楽天,堀内　謙伍
2020,楽天,村林　一輝
2020,楽天,下妻　貴寛
2020,楽天,寺岡　寛治
2020,楽天,ブラッシュ
2020,楽天,石原　彪
2020,楽天,武藤　敦貴
2020,楽天,池田　駿
2020,楽天,水上　桂
2020,楽天,久保　裕也
2020,楽天,フェルナンド
2020,楽天,ロメロ
2020,楽天,南　要輔
2020,楽天,池田　隆英
2020,楽天,木村　敏靖
2020,楽天,松本　京志郎
2020,楽天,中村　和希
2020,楽天,清宮　虎多朗
2020,楽天,則本　佳樹
2020,楽天,江川　侑斗
2020,楽天,小峯　新陸
2020,楽天,山﨑　真彰
2020,楽天,澤野　聖悠
2020,楽天,耀飛
2020,西武,水口　大地
2020,西武,栗山　巧
2020,西武,岡田　雅利
2020,西武,山川　穂高
2020,西武,山野辺　翔
2020,西武,外崎　修汰
2020,西武,源田　壮亮
2020,西武,金子　侑司
2020,西武,木村　文紀
2020,西武,森　友哉
2020,西武,今井　達也
2020,西武,渡邉　勇太朗
2020,西武,髙橋　光成
2020,西武,増田　達至
2020,西武,宮川　哲
2020,西武,松坂　大輔
2020,西武,松本　航
2020,西武,多和田　真三郎
2020,西武,齊藤　大将
2020,西武,浜屋　将太
2020,西武,十亀　剣
2020,西武,スパンジェンバーグ
2020,西武,野田　昇吾
2020,西武,平井　克典
2020,西武,粟津　凱士
2020,西武,内海　哲也
2020,西武,森脇　亮介
2020,西武,小川　龍也
2020,西武,榎田　大樹
2020,西武,佐藤　龍世
2020,西武,永江　恭平
2020,西武,ギャレット
2020,西武,佐野　泰雄
2020,西武,伊藤　翔
2020,西武,柘植　世那
2020,西武,牧野　翔矢
2020,西武,呉　念庭
2020,西武,田村　伊知郎
2020,西武,井上　広輝
2020,西武,與座　海人
2020,西武,本田　圭佑
2020,西武,鈴木　将平
2020,西武,松岡　洸希
2020,西武,武隈　祥太
2020,西武,ノリン
2020,西武,中塚　駿太
2020,西武,西川　愛也
2020,西武,山田　遥楓
2020,西武,愛斗
2020,西武,ニール
2020,西武,川野　涼多
2020,西武,國場　翼
2020,西武,熊代　聖人
2020,西武,森越　祐人
2020,西武,中村　剛也
2020,西武,平良　海馬
2020,西武,駒月　仁人
2020,西武,綱島　龍生
2020,西武,上間　永遠
2020,西武,戸川　大輔
2020,西武,相内　誠
2020,西武,藤田　航生
2020,西武,岸　潤一郎
2020,西武,川越　誠司
2020,西武,高木　渉
2020,西武,齊藤　誠人
2020,西武,メヒア
2020,西武,出井　敏博
2020,西武,髙橋　朋己
2020,西武,東野　葵
2020,西武,大窪　士夢
2020,西武,中熊　大智
2020,阪神,木浪　聖也
2020,阪神,上本　博紀
2020,阪神,北條　史也
2020,阪神,大山　悠輔
2020,阪神,熊谷　敬宥
2020,阪神,近本　光司
2020,阪神,糸井　嘉男
2020,阪神,福留　孝介
2020,阪神,髙山　俊
2020,阪神,坂本　誠志郎
2020,阪神,能見　篤史
2020,阪神,西　純矢
2020,阪神,西　勇輝
2020,阪神,岩貞　祐太
2020,阪神,馬場　皐輔
2020,阪神,藤浪　晋太郎
2020,阪神,中田　賢一
2020,阪神,岩田　稔
2020,阪神,藤川　球児
2020,阪神,江越　大賀
2020,阪神,呂　彦青
2020,阪神,尾仲　祐哉
2020,阪神,小野　泰己
2020,阪神,髙橋　遥人
2020,阪神,高野　圭佑
2020,阪神,マルテ
2020,阪神,井上　広大
2020,阪神,糸原　健斗
2020,阪神,谷川　昌希
2020,阪神,才木　浩人
2020,阪神,浜地　真澄
2020,阪神,及川　雅貴
2020,阪神,小幡　竜平
2020,阪神,長坂　拳弥
2020,阪神,福永　春吾
2020,阪神,ボーア
2020,阪神,エドワーズ
2020,阪神,守屋　功輝
2020,阪神,梅野　隆太郎
2020,阪神,遠藤　成
2020,阪神,秋山　拓巳
2020,阪神,川原　陸
2020,阪神,齋藤　友貴哉
2020,阪神,ガンケル
2020,阪神,青柳　晃洋
2020,阪神,伊藤　隼太
2020,阪神,サンズ
2020,阪神,島田　海吏
2020,阪神,陽川　尚将
2020,阪神,小林　慶祐
2020,阪神,岡﨑　太一
2020,阪神,荒木　郁也
2020,阪神,藤田　健斗
2020,阪神,中谷　将大
2020,阪神,望月　惇志
2020,阪神,植田　海
2020,阪神,板山　祐太郎
2020,阪神,桑原　謙太朗
2020,阪神,湯浅　京己
2020,阪神,小川　一平
2020,阪神,岩崎　優
2020,阪神,俊介
2020,阪神,島本　浩也
2020,阪神,スアレス
2020,阪神,ガルシア
2020,阪神,横山　雄哉
2020,阪神,伊藤　和雄
2020,阪神,石井　将希
2020,阪神,原口　文仁
2020,阪神,片山　雄哉
2020,阪神,藤谷　洸介
2020,阪神,牧　丈一郎
2020,阪神,小野寺　暖
2020,阪神,奥山　皓太
2021,DeNA,中井　大介
2021,DeNA,宮本　秀明
2021,DeNA,桑原　将志
2021,DeNA,牧　秀悟
2021,DeNA,伊藤　裕季也
2021,DeNA,倉本　寿彦
2021,DeNA,森　敬斗
2021,DeNA,佐野　恵太
2021,DeNA,神里　和毅
2021,DeNA,大和
2021,DeNA,戸柱　恭孝
2021,DeNA,東　克樹
